s2id,lat,lon,label,sublabel,label_source,iso3,distance_from_shore_m,drift_radius,dock
464ed285,57.071809426170759,10.038703298967052,AALBORG,AALBORG,top_destination,DNK,0,0.03828249643689699,true
4649328b,57.052719658276345,9.9190716717671723,AALBORG,ALBORG,WPI_ports,DNK,0,0.038397821318093849,true
46492d57,57.067303225308379,9.9735714863126166,AALBORG,ALBORG,WPI_ports,DNK,0,0.060268021479949571,true
464932bd,57.052839273261753,9.952123209357767,AALBORG,ALBORG,WPI_ports,DNK,0,0.069093648998113724,true
464ecd7f,57.056745166243466,10.045489097627115,AALBORG,AALBORG,top_destination,DNK,0,0.045751049440114391,true
46493291,57.054504310212742,9.9301736835027974,AALBORG,ALBORG,WPI_ports,DNK,0,0.048153547682723105,true
46493215,57.056119675705773,9.8753059363871,AALBORG,ALBORG,WPI_ports,DNK,0,0.079049915530313458,true
464932af,57.059081759945855,9.9650435384602432,AALBORG,ALBORG,WPI_ports,DNK,0,0.048566244185641573,true
46493289,57.054782721473714,9.9171077820064824,AALBORG,ALBORG,WPI_ports,DNK,0,0.0772407934263355,true
464932bb,57.053389884131747,9.9577892565983479,AALBORG,ALBORG,WPI_ports,DNK,0,0.038617339706809535,true
464932a5,57.056512261186427,9.9609012368105709,AALBORG,ALBORG,WPI_ports,DNK,0,0.046879494052144255,true
46493293,57.049212214018205,9.9299582582030688,AALBORG,ALBORG,WPI_ports,DNK,0,0.044292038433890908,true
464ecd9b,57.047512660466673,10.054455022454682,AALBORG,KLARUP,geonames_1000,DNK,0,0.0368930364124992,true
4649328d,57.050903702084476,9.9240923725181389,AALBORG,ALBORG,WPI_ports,DNK,0,0.044552999110505316,true
464ecd83,57.048664555498611,10.052452654363739,AALBORG,AALBORG,top_destination,DNK,0,0.020489749567393932,true
46492d5f,57.070333816033767,9.957104205137691,AALBORG,ALBORG,WPI_ports,DNK,0,0.062145866546708589,true
47c5dd97,52.248941673488943,4.7077221943775935,AALSMEER,KUDELSTAART,geonames_1000,NLD,0,0.061058220018000153,true
47c5e0af,52.273576098093152,4.7569724641244919,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.069788772721216738,true
47c5ddfd,52.259835082380349,4.7390145534463191,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.1235054255346404,true
47c5ddfb,52.259412088178536,4.73375059715759,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.08109246086791333,true
47c5ddf7,52.262254954277189,4.726100636638491,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.042716384447740063,true
47c5de07,52.258937339229306,4.7471253295634828,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.1081224828680848,true
47c5e755,52.267713397799113,4.7398538279783624,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.0822230740420082,true
47c5dde5,52.25288528666033,4.7318009119144975,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.057536322700137574,true
47c5de01,52.262840737634313,4.7483565599119126,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.077769323468793852,true
47c5e0a5,52.273667528952181,4.75979856162367,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.040446861307671694,true
47c5ddf1,52.2587948793911,4.7278767294748478,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.055667857682029392,true
47c5dd95,52.24912609772867,4.7110201524576292,AALSMEER,KUDELSTAART,geonames_1000,NLD,0,0.066819979644855143,true
47c5dded,52.255475264665982,4.7183145219424443,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.090554006458394759,true
47c5dd93,52.25395572015772,4.7117447613107846,AALSMEER,AALSMEER,geonames_1000,NLD,0,0.039664229154366272,true
47c68d6f,51.755298464100235,5.1441595264791609,AALST,AALBURG,geonames_1000,NLD,0,0.050997377776699326,true
47c68c2d,51.785785618589948,5.0871361787706029,AALST,VEEN,geonames_1000,NLD,0,0.032161766261205912,true
47c3bd5f,50.939797754522807,4.0444112834652186,AALST,AALST,anchorage_overrides,BEL,0,0.069366034308535565,true
47c6f2b5,51.75598626934898,5.1821503421012984,AALST,NEDERHEMERT-NOORD,geonames_1000,NLD,0,0.075797664291496411,true
47c68dd3,51.781892017787627,5.0876442074274673,AALST,VEEN,geonames_1000,NLD,0,0.062213291344457772,true
47c68d73,51.760195313514515,5.1350537950806254,AALST,AALBURG,geonames_1000,NLD,0,0.0673830040812783,true
47c68c4d,51.786535987903775,5.1139865190856542,AALST,AALST,geonames_1000,NLD,0,0.029808855888343318,true
47c68dcd,51.783319838265633,5.0959989790393969,AALST,VEEN,geonames_1000,NLD,0,0.060613393424808266,true
47c68db5,51.782765132962062,5.111459139927466,AALST,VEEN,geonames_1000,NLD,0,0.0710324894638949,true
47c68d05,51.773254837970548,5.13758328634122,AALST,AALST,geonames_1000,NLD,0,0.043199707393883381,true
47c68d11,51.766751772786527,5.1425457648769637,AALST,AALBURG,geonames_1000,NLD,0,0.049075090206567251,true
47c68d37,51.762007082409,5.1713280886585906,AALST,NEDERHEMERT-NOORD,geonames_1000,NLD,0,0.026078889392121541,true
47c68db3,51.781674570178112,5.1134681301239926,AALST,VEEN,geonames_1000,NLD,0,0.049806069127261265,true
47c68d13,51.766302426501916,5.1423963195654974,AALST,AALBURG,geonames_1000,NLD,0,0.046478271635309418,true
47c397f1,50.954170872051137,4.0371429001667076,AALST,AALST,anchorage_overrides,BEL,0,0.042107444568488389,true
47c68d41,51.758151655503191,5.1581669949363684,AALST,NEDERHEMERT,geonames_1000,NLD,0,0.038428233811896244,true
47c68c4f,51.790096098807666,5.1161718147103894,AALST,AALST,geonames_1000,NLD,0,0.050286825696426354,true
47c397e3,50.94446971897441,4.0400719747895728,AALST,AALST,anchorage_overrides,BEL,0,0.060776916346841757,true
47c68d0f,51.7701319324003,5.1406846182418073,AALST,AALST,geonames_1000,NLD,0,0.033353353209892272,true
47c68c4b,51.78653776583436,5.1117326441787059,AALST,VEEN,geonames_1000,NLD,0,0.057879608887439975,true
47c6f2b3,51.751924577645632,5.1839439757322374,AALST,NEDERHEMERT-NOORD,geonames_1000,NLD,0,0.075862339785064847,true
465f7673,59.318098376233181,17.942713742563395,AALSTEN SMAABAATSHAM,BROMMA,geonames_1000,SWE,0,0.084997108534884333,true
465f7671,59.311663897960827,17.93543993297039,AALSTEN SMAABAATSHAM,BROMMA,geonames_1000,SWE,0,0.095380851169623387,true
47c342a1,51.109534937040138,3.4476658282668029,AALTERBRUG,AALTER,anchorage_overrides,BEL,0,0.052585776884376718,true
47c34295,51.106368672914243,3.429113879161144,AALTERBRUG,AALTER,anchorage_overrides,BEL,0,0.035159052928713595,true
47c3681f,51.109458088877844,3.4507298694601771,AALTERBRUG,AALTER,anchorage_overrides,BEL,0,0.052827198536878624,true
47c34297,51.106562949895419,3.4310706212112811,AALTERBRUG,AALTER,anchorage_overrides,BEL,0,0.044177792134846655,true
463bd9fd,59.146318723731767,6.1664782624997256,AARDAL,AARDAL,top_destination,NOR,0,0.053814153992067362,true
464c3fa3,56.164508204306905,10.222626095848945,AARHUS,ARHUS,WPI_ports,DNK,0,0.066685982768554142,true
464c3fa5,56.168169109844037,10.223910571970659,AARHUS,ARHUS,WPI_ports,DNK,0,0.10658647733700753,true
464c3f97,56.15708567225262,10.214761797616289,AARHUS,ARHUS,WPI_ports,DNK,0,0.044098017201705413,true
464c4079,56.138054162376363,10.214464711316525,AARHUS,ARHUS,anchorage_overrides,DNK,0,0.07207942957862562,true
464c3f99,56.160270653659971,10.221576279687328,AARHUS,ARHUS,WPI_ports,DNK,0,0.069786756407262313,true
465f6307,59.079355503869287,18.14938206432722,AARSTA HAVSBAD,NAV EX,top_destination,SWE,0,0.04486078529971585,true
4e8d75bb,68.7098880528712,-52.873257813709678,AASIAAT,AASIAAT,anchorage_overrides,GRL,0,0.053365092309229395,true
4e8d75bd,68.708287385760343,-52.8749740531932,AASIAAT,AASIAAT,anchorage_overrides,GRL,0,0.0506354823433354,true
3fc44ef5,30.329033259193771,48.281944231429343,ABADAN,ABADAN,WPI_ports,IRN,0,0.061450414736863843,true
3fc44ef7,30.331091247434284,48.280257044268957,ABADAN,ABADAN,WPI_ports,IRN,0,0.083398073799399064,true
464cf05f,55.641685118417634,10.193297433303648,ABELO,HORSENS,anchorage_overrides,DNK,0,0.072529415469760869,true
464cf04d,55.635273399592435,10.164450718602849,ABELO,HORSENS,anchorage_overrides,DNK,0,0.090400693905557536,true
464cf053,55.639055930148423,10.162833406959967,ABELO,ABELO,anchorage_overrides,DNK,0,0.082282323293092263,true
4673261f,64.750437637485931,11.190593899112544,ABELVAER,KYROYAN,top_destination,NOR,0,0.11201636616703185,false
46732629,64.731030931814985,11.178994761990719,ABELVAER,CLAWOWO,top_destination,NOR,0,0.039697649825698712,true
48840e45,57.143034992397553,-2.0763578141035857,ABERDEEN,ABERDEEN,WPI_ports,GBR,0,0.11206300247961941,true
48840e3b,57.145569431895439,-2.094118008042793,ABERDEEN,ABERDEEN,WPI_ports,GBR,0,0.0227197691557677,true
48840e49,57.140039847267083,-2.0822215708889296,ABERDEEN,ABERDEEN,WPI_ports,GBR,0,0.0872155682868424,true
48840e3f,57.14607262841988,-2.0901033085881138,ABERDEEN,ABERDEEN,WPI_ports,GBR,0,0.039099418634903994,true
48840e47,57.143169152396972,-2.0825126024428209,ABERDEEN,ABERDEEN,WPI_ports,GBR,0,0.10664122644141993,true
48840e39,57.14403890634258,-2.0899226409858729,ABERDEEN,ABERDEEN,WPI_ports,GBR,0,0.07027106913448819,true
48840e4f,57.14011263401288,-2.0768622649086126,ABERDEEN,ABERDEEN,WPI_ports,GBR,0,0.10384434743290082,true
48848899,57.69100336166472,-2.1732075277567704,ABERDOUR BAY ANCHORAGE,ROSEHEARTY,geonames_1000,GBR,0,0.070864168165923933,false
48848893,57.684680222094272,-2.1873627043070436,ABERDOUR BAY ANCHORAGE,ABERDOUR BAY,top_destination,GBR,0,0.080906091277626963,false
0fc1e90f,5.2687316718771511,-4.018916852936683,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.054945622768809141,true
0fc1e999,5.2773178707196822,-4.0347475518911438,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.076675247111817876,true
0fc1e9b9,5.2687995722092946,-4.0459170021143374,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.089194497105699919,false
0fc1ebd5,5.299846480200773,-4.0264106567595377,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.1471158910745391,true
0fc1e90b,5.2745869258633746,-4.0244331447688122,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.072557988561013864,false
0fc1e96f,5.2841129329358676,-4.0152273433502268,ABIDJAN,ABIDJAN TREICHVILLE FISHING,tmt,CIV,0,0.074005924776870943,true
0fc1e9a7,5.2680185159995405,-4.0310415723068926,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.10812498645458253,false
0fc1e973,5.2789430724132806,-4.0212644661934194,ABIDJAN,ABIDJAN TREICHVILLE FISHING,tmt,CIV,0,0.099601336418300782,false
0fc1e99f,5.2793208993315828,-4.032220084946041,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.084152163376929226,false
0fc1e9bf,5.2714545896095322,-4.0461483226633463,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.067651342042936644,true
0fc1e97b,5.2904255322712483,-4.0196184468649578,ABIDJAN,ABIDJAN TREICHVILLE FISHING,tmt,CIV,0,0.10605671847733367,true
0fc1ebcf,5.3086171483760483,-4.0230686555613024,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.038959317821463856,true
0fc1e971,5.28375723035369,-4.0202277349609217,ABIDJAN,ABIDJAN TREICHVILLE FISHING,tmt,CIV,0,0.097362245922494067,false
0fc1e917,5.26995053869014,-4.0099270063885291,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.048394491993368927,true
0fc1ebcb,5.3156073549493454,-4.0245801928312819,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.049359841749700283,true
0fc1e963,5.2959677690730178,-4.014842579400856,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.061584100457162887,true
0fc1e9a3,5.2745452819194751,-4.0348631535592849,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.082654219185861508,false
0fc1e9af,5.2644538588971219,-4.0353384504000323,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.0925673391813401,false
0fc1ebcd,5.3079144183359093,-4.0238857833773354,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.046673200298094464,true
0fc1ea57,5.3349909065453778,-4.03471753676177,ABIDJAN,ABIDJAN PLATEAU,tmt,CIV,0,0.04841384475814979,true
0fc1e9bb,5.2667624987502411,-4.0405379622524107,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.091603903306302067,true
0fc1e9a9,5.264609397559501,-4.0312322004682333,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.073037318200814161,true
0fc1ea4d,5.3270509352482787,-4.03012214785186,ABIDJAN,ABIDJAN PLATEAU,tmt,CIV,0,0.082504286057086637,true
0fc1e91b,5.2622032918211454,-4.016094619617629,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.0387054708568826,true
0fc1e9a1,5.2729838614007472,-4.0327796071745183,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.099634310192278863,false
0fc1ea2d,5.3057431927733472,-4.0332376512296237,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.059914745251667588,false
0fc1ea2b,5.2984176994659773,-4.0313185150481257,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.1491354887815646,false
0fc1e987,5.2966961381324733,-4.0348060824610918,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.11921085251203045,false
0fc1e913,5.2737596016761117,-4.0137401926269165,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.050524845976474414,true
0fc1e965,5.2893614484781164,-4.0153118124949234,ABIDJAN,ABIDJAN TREICHVILLE FISHING,tmt,CIV,0,0.059453208269640317,true
0fc1e90d,5.2745503035208188,-4.0217353309509729,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.084175072425888217,false
0fc1ebd7,5.3007774816704307,-4.0207809913455961,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.044360346111802583,true
0fc1ea53,5.3297418900841791,-4.0306122620973275,ABIDJAN,ABIDJAN PLATEAU,tmt,CIV,0,0.079086718850773147,true
0fc1ea29,5.298137815462753,-4.0347019160055586,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.13271290187507265,false
0fc1e981,5.2963579451403682,-4.0318052516641538,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.13214712181941612,false
0fc1ebd9,5.29823004318487,-4.01725872938968,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.058791057619121914,true
0fc1e967,5.2881973141555205,-4.0130132042228466,ABIDJAN,ABIDJAN TREICHVILLE FISHING,tmt,CIV,0,0.040024455213795759,true
0fc1e961,5.2941139939071178,-4.0120890268705836,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.038383262605358875,true
0fc1e97f,5.2963798877963715,-4.0269724110241647,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.14662825699049123,false
0fc1e969,5.2854060235048541,-4.0120663845864026,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.054731646472441782,true
0fc1e911,5.2699944234178275,-4.0155300200176995,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.044710955991814863,true
0fc1e91d,5.2601357976950318,-4.0139115933415477,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.06470775170939555,true
0fc1e97d,5.29457145452391,-4.0197560537542625,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.082918265306816716,true
0fc1e9a5,5.2677983220998739,-4.0354191533923842,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.10086688933855184,false
0fc1e975,5.2775497286318558,-4.024261811140966,ABIDJAN,ABIDJAN TREICHVILLE FISHING,tmt,CIV,0,0.080305732329056023,false
0fc1e91f,5.2586398889275836,-4.0121252851404945,ABIDJAN,ABIDJAN VRIDI,tmt,CIV,0,0.039364622201581156,true
0fc1ebd3,5.3037779000047154,-4.0253341633082051,ABIDJAN,ABIDJAN TREICHVILLE CARGO,tmt,CIV,0,0.053222631620200023,true
0fc1e96d,5.2786196554608056,-4.014975378728554,ABIDJAN,ABIDJAN TREICHVILLE FISHING,tmt,CIV,0,0.069657182854368921,true
0fc1e9b7,5.2645535680876572,-4.044824666083497,ABIDJAN,ABIDJAN LAGOON,tmt,CIV,0,0.077669930863113371,true
40305b45,40.443910018649163,50.287036285425835,ABSHERON,BAKI,anchorage_overrides,AZE,0,0.058622505892080311,true
40305b57,40.438043406680336,50.282878923077945,ABSHERON,ABSHERON,anchorage_overrides,AZE,0,0.021086930893570423,true
40305b51,40.438170476248779,50.283945838419193,ABSHERON,N DASLARI,anchorage_overrides,AZE,0,0.051764792700074842,true
40305b5b,40.441467757731232,50.28334664620494,ABSHERON,APSHERON,anchorage_overrides,AZE,0,0.0631864025942557,true
403059c1,40.518712556056968,50.254297027901011,ABSHERON ANCHORAGE,APSHERON,anchorage_overrides,AZE,0,0.097877345663071574,false
40305995,40.513738289769883,50.253844016308392,ABSHERON ANCHORAGE,APSHERON,anchorage_overrides,AZE,0,0.10144928318233173,false
403059b9,40.519418443669259,50.245451229430557,ABSHERON ANCHORAGE,ABSHERON,anchorage_overrides,AZE,0,0.11153092749155673,false
403059b7,40.522186372023981,50.240821379846736,ABSHERON ANCHORAGE,APSHERON,anchorage_overrides,AZE,0,0.13233792738776595,false
40305993,40.510712846515851,50.257649520013281,ABSHERON ANCHORAGE,ABSHERON,anchorage_overrides,AZE,0,0.11679564748511936,false
40305997,40.511632588731338,50.249787237432535,ABSHERON ANCHORAGE,APSHERON,anchorage_overrides,AZE,0,0.101538523967203,false
403059bf,40.516414246999993,50.249771935783087,ABSHERON ANCHORAGE,ABSHERON,anchorage_overrides,AZE,0,0.10325156287014292,false
403059c9,40.524051001837279,50.245500088663057,ABSHERON ANCHORAGE,APSHERON,anchorage_overrides,AZE,0,0.11413885702212455,false
403059c7,40.521398816665879,50.250068788951154,ABSHERON ANCHORAGE,ABSHERON,anchorage_overrides,AZE,0,0.11201291648120489,false
403059eb,40.51574335540657,50.257895818006261,ABSHERON ANCHORAGE,NEFT DASHLARI,anchorage_overrides,AZE,0,0.1168379289494252,false
3e3515ab,27.300089928790086,49.64537001617807,ABU ALI PIER,ABU ALI PIER,top_destination,SAU,0,0.045569962960558118,true
3e3515ad,27.300316180872414,49.6448603235743,ABU ALI PIER,ABU ALI PIER,top_destination,SAU,0,0.070737138109875641,true
3e5e4049,24.351411067288922,54.458628272796993,ABU DHABI,MUSAFFAH,anchorage_overrides,ARE,0,0.057795900782591732,true
3e5e4047,24.344784835233355,54.456766948377037,ABU DHABI,MUSAFFAH,anchorage_overrides,ARE,0,0.048518794841794687,true
3e5e66d7,24.535679266192965,54.386616099690542,ABU DHABI,ABU DHABI,anchorage_overrides,ARE,0,0.09796726749736262,true
3e5e1563,24.28304876655773,54.429191539474964,ABU DHABI,MUSSAFFA,anchorage_overrides,ARE,0,0.054616578592427287,true
3e5e658f,24.452837676532802,54.315784346556178,ABU DHABI,SILA,anchorage_overrides,ARE,0,0.042073483670492587,true
3e5e3fe7,24.294132463205305,54.440684946669464,ABU DHABI,MUSAFFAH,anchorage_overrides,ARE,0,0.044975669206201163,true
3e5e4117,24.383895502223805,54.496866135723984,ABU DHABI,DAS ISLAND,anchorage_overrides,ARE,0,0.1247223678164118,true
3e5e41bb,24.374835540773926,54.466189306862255,ABU DHABI,MUSAFAH,anchorage_overrides,ARE,0,0.082751049736781226,true
3e5e4131,24.384476046348862,54.512408578333741,ABU DHABI,ABU DHABI,anchorage_overrides,ARE,0,0.0440782750228492,true
3e5e66ed,24.514096438588826,54.3714218950459,ABU DHABI,FREE PORT,anchorage_overrides,ARE,0,0.050626914949411406,true
3e5e3f75,24.306109746727646,54.480050474195465,ABU DHABI,MUSAFFAH,anchorage_overrides,ARE,0,0.080869193370674719,true
3e5e41b1,24.368249335151386,54.466508867443892,ABU DHABI,MUSAFFAH,anchorage_overrides,ARE,0,0.071734687441514552,true
3e5e66eb,24.516247822556313,54.372813000279578,ABU DHABI,FREEPORT,anchorage_overrides,ARE,0,0.028439265713894081,true
3e5e404d,24.356129613755332,54.461962096963482,ABU DHABI,MUSAFA,anchorage_overrides,ARE,0,0.05380439267349723,true
3e5e1561,24.286002283881622,54.432602592203956,ABU DHABI,MUSAFFAH,anchorage_overrides,ARE,0,0.068349324492945993,true
